10,4437.1484375,TrialEstimate(12.469 ms)
27,25901.53515625,TrialEstimate(22.941 ms)
49,4457.162109375,TrialEstimate(92.333 ms)
96,6156.4453125,TrialEstimate(7.887 s)
217,8389.65625,TrialEstimate(1000.075 s)
262,8969.4375,TrialEstimate(1000.111 s)
541,11223.0,TrialEstimate(1000.654 s)
794,12862.0,TrialEstimate(1003.550 s)
